image,label,dataset,kfold0,kfold1,kfold2,kfold3,kfold4
../data/AML_LMU/Eosinophil/EOS_0065.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0066.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0067.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0068.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0069.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0070.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0071.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0072.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0073.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0074.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0075.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0076.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0077.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0078.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0079.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0080.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0081.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0082.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0083.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0084.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0085.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0086.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0087.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0088.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0089.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0090.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0091.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0092.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0093.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0094.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0095.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0096.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0097.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0098.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0099.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0100.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0101.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0102.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0103.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0104.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0105.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0106.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0107.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0108.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0109.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0110.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0111.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0112.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0113.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0114.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0115.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0116.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0117.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0118.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0119.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0120.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0121.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0122.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0123.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0124.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0125.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0126.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0127.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0128.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0129.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0130.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0131.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0132.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0133.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0134.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0135.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0136.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0137.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0138.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0139.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0140.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0141.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0142.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0143.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0144.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0145.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0146.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0147.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0148.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0149.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0150.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0151.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0152.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0153.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0154.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0155.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0156.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0157.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0158.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0159.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0160.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0161.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0162.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0163.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0164.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0165.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0166.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0167.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0168.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0169.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0170.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0171.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0172.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0173.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0174.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0175.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0176.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0177.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0178.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0179.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0180.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0181.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0182.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0183.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0184.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0185.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0186.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0187.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0188.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0189.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0190.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0191.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0192.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0193.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0194.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0195.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0196.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0197.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0198.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0199.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0200.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0201.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0202.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0203.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0204.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0205.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0206.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0207.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0208.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0209.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0210.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0211.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0212.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0213.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0214.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0215.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0216.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0217.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0218.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0219.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0220.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0221.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0222.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0223.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0224.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0225.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0226.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0227.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0228.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0229.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0230.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0231.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0232.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0233.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0234.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0235.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0236.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0237.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0238.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0239.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0240.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0241.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0242.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0243.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0244.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0245.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0246.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0247.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0248.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0249.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0250.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0251.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0252.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0253.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0254.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0255.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0256.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0257.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0258.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0259.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0260.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0261.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0262.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0263.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0264.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0265.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0266.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0267.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0268.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0269.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0270.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0271.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0272.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0273.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0274.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0275.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0276.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0277.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0278.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0279.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0280.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0281.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0282.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0283.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0284.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0285.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0286.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0287.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0288.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0289.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0290.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0291.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0292.tiff,Eosinophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Eosinophil/EOS_0293.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0294.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0295.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0296.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0297.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0298.tiff,Eosinophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Eosinophil/EOS_0299.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0300.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0301.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0302.tiff,Eosinophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Eosinophil/EOS_0303.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0304.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0305.tiff,Eosinophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Eosinophil/EOS_0306.tiff,Eosinophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Eosinophil/EOS_0307.tiff,Eosinophil,AML_LMU,test,val,train,train,train
